Date,Open,High,Low,Close,Volume_(Currency),AO,AC,BB_top,BB_middle,BB_bottom,RSI,MFI,MA,MSTD,MACD
2018-10-25 08:30:00,6401.02,6401.02,6401.01,6401.02,18071.887118000002,2.9412500000089485,-0.02599999999838465,,6397.294999999999,,69.11405963933422,5.533456431485817e-07,,,0.17807336275550542
2018-10-25 08:40:00,6401.02,6401.02,6401.01,6401.01,1780.2957161,2.902000000010048,0.0408500000019556,,6397.9465,,69.07363078383415,5.617044353802498e-06,,,0.11589403403773468
2018-10-25 08:50:00,6404.08,6404.08,6404.07,6404.08,7793.0738814,3.089500000011866,0.18815000000267895,,6398.5430000000015,,73.99033966595698,1.2831907091354064e-06,,,0.8824155264825436
2018-10-25 09:00:00,6403.1,6403.1,6401.45,6401.46,2863.5540022,2.8805000000120344,-0.04904999999816928,,6398.9630000000025,,64.74372888074818,0.0005762070485602473,,,1.008705153782637
2018-10-25 09:10:00,6400.24,6400.24,6400.23,6400.24,1900.0241462000001,2.4005000000079235,-0.4422500000022409,,6399.2875,,61.00675213667922,5.263091008721138e-06,,,0.8088833786820047
2018-10-25 09:20:00,6396.0,6396.01,6395.58,6395.59,5457.1333131,1.2195000000019718,-1.2789000000067974,6404.036955992141,6399.4140000000025,6394.79104400786,49.5355444218441,7.879594932527378e-05,6399.414000000002,2.3114779960701766,0.5032120842078521
2018-10-25 09:30:00,6395.01,6395.01,6395.0,6395.01,800.2422569,0.016999999999825374,-1.9044000000068992,6404.033933574801,6399.415000000003,6394.796066425199,48.34208394140725,1.249621588212118e-05,6399.415,2.3094667874004755,0.31669144083797374
2018-10-25 09:40:00,6395.01,6396.36,6395.01,6396.36,27350.137377,-1.5450000000028012,-2.5395000000065915,6404.113206290035,6399.332500000001,6394.551793709965,51.221483036821326,4.935989832119571e-05,6399.3325,2.3903531450176034,0.2793753622174545
2018-10-25 09:50:00,6394.6,6394.61,6394.6,6394.61,3163.8811875,-2.8145000000113214,-2.670000000010441,6404.274509701129,6399.063500000001,6393.852490298871,47.60103706257496,3.160674945322605e-06,6399.0635,2.6055048505647407,0.19614927295245854
2018-10-25 10:00:00,6395.95,6395.95,6395.94,6395.95,669.36478761,-3.4640000000072177,-2.1466000000033088,6404.219458083192,6398.855000000001,6393.490541916809,50.425349435412556,1.4939536983897485e-05,6398.855000000001,2.682229041595675,-0.1330224181216435
2018-10-25 10:10:00,6395.95,6395.95,6395.94,6395.94,2776.7770399,-3.4835000000030045,-1.2254999999981009,6404.1338079948755,6398.904500000002,6393.675192005126,50.40400784877672,3.6012974237853853e-06,6398.9045000000015,2.614653997437545,-0.6081126929456606
2018-10-25 10:20:00,6395.01,6395.01,6395.0,6395.01,2796.6304606999997,-3.2875000000040018,-0.36859999999833226,6404.2200200883435,6398.7085000000025,6393.196979911658,48.3987453404915,3.575731631599002e-06,6398.708500000002,2.755760044171645,-0.9817939982537667
2018-10-25 10:30:00,6395.01,6395.01,6395.0,6395.0,4825.1823931,-3.128500000002532,0.10710000000308373,6404.061039846322,6398.413500000002,6392.765960153679,48.37696131205023,2.0724605176621416e-06,6398.4135000000015,2.823769923160819,-1.3148953749016346
2018-10-25 10:40:00,6393.0,6393.01,6393.0,6393.01,8324.5895573,-3.0984999999991487,0.1939000000040325,6404.145377393667,6398.063500000002,6391.981622606337,44.20881954603428,1.2012604262812063e-06,6398.063500000002,3.0409386968327308,-1.671885790710697
2018-10-25 10:50:00,6391.03,6391.03,6391.02,6391.02,913.62728453,-3.694499999996879,-0.3559999999957655,6404.507789366455,6397.675000000002,6390.842210633548,40.53272949840813,1.0945382398964928e-05,6397.675000000002,3.4163946832265086,-2.4037597731112132
2018-10-25 11:00:00,6390.01,6390.01,6390.0,6390.0,3647.6805321,-4.482499999996435,-0.9441999999966356,6404.915782545974,6397.274500000002,6389.633217454032,38.79233909482228,2.7414681500249678e-06,6397.274500000002,3.820641272985617,-2.8209335386815866
2018-10-25 11:10:00,6390.01,6390.01,6390.0,6390.01,14872.244213999998,-5.082499999996799,-1.18519999999844,6405.164540651361,6396.875000000003,6388.585459348645,38.81944915211741,6.723934771596052e-07,6396.875000000003,4.14477032567911,-3.3532908991150006
2018-10-25 11:20:00,6388.54,6388.54,6388.53,6388.53,2677.2546794,-5.7955000000019945,-1.3648000000037426,6405.221373398123,6396.2940000000035,6387.366626601884,36.31372335978299,3.735169491779311e-06,6396.2940000000035,4.463686699060294,-3.024541029237903
2018-10-25 11:30:00,6400.12,6400.13,6400.12,6400.12,2267.8837209000008,-4.3270000000020445,0.34939999999678584,6405.0846714813515,6396.249000000005,6387.4133285186535,58.43167203928381,4.409397143275856e-06,6396.2490000000025,4.4178357406741675,-2.2160908019416117
2018-10-25 11:40:00,6399.1,6399.11,6399.1,6399.1,14819.281578,-2.6155000000089785,1.845099999992272,6404.812013972418,6396.153500000002,6387.494986027586,56.610345064986895,6.747965443989071e-07,6396.153500000002,4.3292569862080015,-1.6707808750210156
2018-10-25 11:50:00,6397.1,6397.1,6397.09,6397.09,3609.4716703000004,-1.0015000000130383,2.762899999991532,6404.323962852102,6395.957000000005,6387.590037147904,53.17240582622634,2.770488568313692e-06,6395.957000000002,4.18348142604986,-1.0377723802766838
2018-10-25 12:00:00,6393.76,6397.0,6393.75,6396.99,31044.597516,0.35449999998672865,3.031499999994594,6403.7987159591785,6395.756000000004,6387.713284040827,53.00383205556657,0.0001046881022801146,6395.756000000002,4.0213579795883065,-0.6680644221014704
2018-10-25 12:10:00,6398.7,6398.7,6398.69,6398.7,4731.0319976,2.6554999999934807,3.642300000002251,6402.671574411454,6395.487000000006,6388.302425588552,55.54092633026022,2.1137037342573815e-06,6395.487000000003,3.5922872057255764,-0.31109118907657196
2018-10-25 12:20:00,6394.19,6394.19,6394.18,6394.19,9455.0968546,1.8719999999939319,1.6190000000035067,6401.7495864848925,6395.123500000002,6388.497413515112,48.301681941272896,1.0576306253746815e-06,6395.123500000002,3.313043242445552,0.04657132682351772
2018-10-25 12:30:00,6395.01,6398.01,6395.01,6398.0,18741.368274,1.5392499999989009,0.4553000000069005,6401.342603753444,6395.011500000005,6388.68039624656,53.67142926321801,0.00016007369131964158,6395.011500000001,3.1655518767204853,0.4283437202170659
2018-10-25 12:40:00,6398.01,6398.01,6398.0,6398.01,11021.122452,1.6107500000043729,0.004350000008889854,6401.601164142579,6395.132500000002,6388.663835857425,53.68472012518993,9.073485975472107e-07,6395.132500000002,3.2343320712887285,0.8970526676200619
2018-10-25 12:50:00,6398.01,6398.2,6398.0,6398.2,2006.9600482,2.001000000001113,0.06530000000275328,6401.903678980971,6395.292000000004,6388.680321019035,53.94894507533065,9.965320444679198e-05,6395.292000000002,3.3058394904836024,1.5926254310947665
2018-10-25 13:00:00,6398.2,6398.5,6398.19,6398.49,4210.9548691,1.7979999999952267,0.033799999996517734,6402.1497596095705,6395.398500000005,6388.6472403904345,54.36720608666265,7.361750710632905e-05,6395.398500000002,3.3756298047840647,2.4739814443867827
2018-10-25 13:10:00,6400.17,6400.17,6400.16,6400.17,681.46110982,2.715999999992164,0.7829999999938082,6402.741647296117,6395.676500000002,6388.611352703888,56.76196306041317,1.4674351707113061e-05,6395.676500000002,3.5325736480570495,3.568436945408979
2018-10-25 13:20:00,6401.0,6401.0,6400.99,6401.0,4553.2666979,3.36049999998977,1.0632499999932403,6403.385430358036,6395.929000000004,6388.472569641968,57.9106503293456,2.196225405560003e-06,6395.929000000003,3.7282151790170297,4.727056452447159
2018-10-25 13:30:00,6400.01,6400.01,6399.99,6400.0,57412.804967,3.556749999988824,0.8702999999954044,6403.807537629035,6396.132000000002,6388.456462370966,56.023088487883314,3.4835434380766195e-07,6396.132000000001,3.8377688145178106,4.186355207897488
2018-10-25 13:40:00,6408.82,6408.82,6407.0,6407.0,42329.145105,4.87349999998969,1.6125499999985549,6405.786971797411,6396.7315000000035,6387.676028202592,64.53958536184308,4.299637981076842e-05,6396.731500000001,4.527735898705201,3.5868445067458783
2018-10-25 13:50:00,6407.21,6407.21,6407.0,6407.0,8424.4861909,6.0204999999932625,1.9150500000025208,6407.43362541472,6397.331500000002,6387.229374585279,64.53958536184308,2.492733624833704e-05,6397.3315,5.051062707360551,3.173923977498652
2018-10-25 14:00:00,6404.54,6404.54,6404.53,6404.53,8757.223714299998,6.317999999992933,1.4921500000020391,6408.2821550988965,6397.907500000004,6387.532844901103,59.99685991809132,1.1419144156256858e-06,6397.9075,5.18732754944847,2.7739520108497997
2018-10-25 14:10:00,6407.17,6408.21,6407.16,6408.2,31221.968145,6.822999999994862,1.3046500000029484,6409.575845420564,6398.766500000002,6387.957154579435,63.96395775797574,3.3630166910804854e-05,6398.7665,5.404672710282174,2.1546362105854726
2018-10-25 14:20:00,6408.21,6408.21,6408.2,6408.2,6912.628187899999,7.553999999998268,1.2362000000044642,6410.442691282755,6399.676500000002,6388.910308717243,63.96395775797574,1.446627784454323e-06,6399.6765,5.3830956413774524,2.313709215146112
2018-10-25 14:30:00,6405.71,6405.71,6405.52,6405.52,4195.1417799,6.314500000001317,-0.29149999999481224,6410.496678297749,6400.452000000005,6390.40732170225,59.21263294880378,4.529048360413909e-05,6400.451999999998,5.022339148874962,2.0522411842106787
2018-10-25 14:40:00,6403.63,6403.63,6403.62,6403.63,3260.4519733,4.8640000000041255,-1.510699999994176,6409.615254340388,6401.207000000004,6392.79874565961,56.11816317338457,3.0670594390313874e-06,6401.2069999999985,4.204127170194297,1.9064111321544406
2018-10-25 14:50:00,6403.62,6403.63,6403.62,6403.63,7281.473119600001,4.507000000009612,-1.5054999999920256,6409.841595074163,6401.382500000002,6392.9234049258375,56.11816317338457,1.3733484744042582e-06,6401.3825,4.229547537081155,2.0110875172349703
2018-10-25 15:00:00,6403.37,6403.37,6399.99,6400.0,33622.317107999996,3.1772500000079162,-2.1060999999963315,6409.844942729554,6401.427500000005,6393.010057270447,50.50155376948656,0.00010052846712328108,6401.4275,4.208721364776256,1.8600049894997124
2018-10-25 15:10:00,6400.0,6400.0,6399.99,6400.0,76858.34636,1.3902500000021971,-2.660350000002836,6409.772535545257,6401.573000000004,6393.373464454742,50.50155376948656,1.301094867872757e-07,6401.5729999999985,4.099767772628389,1.3504944830503938
2018-10-25 15:20:00,6399.13,6399.13,6399.0,6399.01,23121.358716,-0.10424999999486316,-2.871100000000661,6409.683400792361,6401.6740000000045,6393.664599207639,49.0189796943223,5.622506946797596e-06,6401.674,4.004700396180284,0.6779023650302376
2018-10-25 15:30:00,6396.12,6396.12,6396.11,6396.12,13670.696888999999,-1.4772499999962747,-2.975850000001992,6409.834299379957,6401.545000000004,6393.255700620043,44.962912513531286,7.314916043720262e-07,6401.545,4.144649689978642,0.12120068356660685
2018-10-25 15:40:00,6394.86,6394.86,6394.85,6394.85,15203.640034999999,-3.264749999990272,-3.2089999999960126,6409.748415437484,6401.578000000006,6393.407584562515,43.30536918224281,6.577372245257045e-07,6401.578,4.085207718742239,-1.4778936449578461
2018-10-25 15:50:00,6394.3,6394.3,6394.29,6394.29,17095.587122,-4.630999999982123,-3.0135999999898564,6410.058394128863,6401.392500000007,6392.726605871137,42.57684391084438,5.849462746646159e-07,6401.3925,4.332947064431527,-2.252375544122846
2018-10-25 16:00:00,6396.55,6398.84,6396.55,6398.84,41345.564736,-5.075499999989006,-2.1649499999984982,6410.039428886222,6401.434000000006,6392.82857111378,49.79969986900037,5.538683567686374e-05,6401.434,4.302714443110909,-2.5864484019938496
2018-10-25 16:10:00,6400.0,6400.0,6399.99,6400.0,30693.804451999997,-4.984249999991334,-1.0977000000015322,6410.024022043315,6401.524000000005,6393.023977956684,51.438905179086646,3.257986482534811e-07,6401.5239999999985,4.250011021658435,-3.423284798643902
2018-10-25 16:20:00,6399.99,6400.0,6399.99,6400.0,34202.528076,-4.290749999991931,0.15849999999700248,6410.012431086944,6401.599500000006,6393.186568913052,51.438905179086646,2.923760482850185e-07,6401.5994999999975,4.206465543473357,-4.168585922848966
2018-10-25 16:30:00,6402.85,6402.85,6402.84,6402.85,7007.7596035999995,-2.8267500000038126,1.5348999999878288,6410.135928909485,6401.733500000005,6393.331071090512,55.40323731409868,1.4269895895231787e-06,6401.7334999999985,4.201214454743357,-4.303912263030091
2018-10-25 16:40:00,6402.85,6402.85,6402.84,6402.84,8301.218818199999,-1.209250000017164,2.4680499999814858,6410.234403739803,6401.825500000004,6393.416596260196,55.38653728174847,1.2046423807421856e-06,6401.825499999999,4.204451869902122,-4.4071663346678225
2018-10-25 16:50:00,6398.45,6398.46,6398.45,6398.46,6692.6461623999985,-0.980000000013206,1.878199999990284,6410.255419227126,6401.748500000002,6393.241580772871,48.62845948142496,1.4941773040982426e-06,6401.748499999999,4.253459613563783,-4.357063985468788
2018-10-25 17:00:00,6398.46,6398.5,6398.46,6398.5,15671.949066,-0.8115000000161672,1.2121499999922891,6409.571095566685,6401.323500000001,6393.0759044333145,48.6886453771849,2.552330908651488e-06,6401.323499999999,4.123797783342733,-3.7747416189200615
2018-10-25 17:10:00,6398.46,6398.46,6398.01,6398.02,37372.659422000004,-0.7200000000184446,0.5894999999953143,6408.792060695594,6400.874500000003,6392.956939304402,47.97861410193735,1.204088782975178e-05,6400.874499999997,3.95878034779808,-3.3494636823034307
2018-10-25 17:20:00,6398.03,6398.49,6398.02,6398.48,4773.3322867,-1.3240000000132568,-0.3150499999976091,6408.362787001663,6400.571999999999,6392.781212998335,48.73280678959406,9.846370874051918e-05,6400.571999999997,3.895393500831784,-2.8176190058276114
2018-10-25 17:30:00,6399.99,6399.99,6399.98,6399.99,6114.4276217,-1.5110000000104264,-0.4416999999961262,6407.075861179916,6400.161499999997,6393.24713882008,51.178527084184466,1.6354760607073748e-06,6400.161499999997,3.4571805899585533,-1.7544275351873204
2018-10-25 17:40:00,6398.01,6398.01,6398.0,6398.01,5029.2666823,-1.0910000000003492,0.0005000000113795089,6405.490340066906,6399.651999999999,6393.813659933089,48.01679509495042,1.9883614514641414e-06,6399.651999999997,2.9191700334545185,-0.6346433569010062
2018-10-25 17:50:00,6397.94,6397.94,6397.8,6397.81,4502.057720399999,-0.8257499999972424,0.2686000000107014,6404.455493513605,6399.266500000002,6394.077506486393,47.70344615862373,3.109689139813587e-05,6399.266499999999,2.594496756802894,0.3400955900077016
2018-10-25 18:00:00,6396.55,6396.55,6396.54,6396.55,3898.4227333000003,-0.8097499999885258,0.30255000001343424,6403.805669783109,6398.912500000002,6394.019330216888,45.724644188242856,2.565139976944808e-06,6398.9124999999985,2.4465848915553106,0.9987005157189279
2018-10-25 18:10:00,6400.0,6400.0,6399.99,6400.0,6417.985716800001,-0.28024999998979183,0.6233000000074753,6403.13192765341,6398.7310000000025,6394.330072346587,51.520715571325255,1.5581212613237575e-06,6398.730999999998,2.2004638267053904,1.4344351802094426
2018-10-25 18:20:00,6402.16,6402.16,6402.15,6402.16,13746.163587000001,0.13000000001648004,0.7053500000083659,6403.470998091084,6398.8390000000045,6394.207001908912,54.70829329672574,7.274757016332515e-07,6398.838999999997,2.315999045542683,1.6195645551011597
2018-10-25 18:30:00,6401.95,6401.96,6401.95,6401.96,27241.099933999998,0.8220000000083019,1.0147499999984575,6403.7517540790905,6398.937000000003,6394.122245920906,54.359927036093346,3.6709237235083656e-07,6398.936999999997,2.4073770395460574,1.5526318826407683
2018-10-25 18:40:00,6401.96,6401.96,6401.95,6401.96,7610.457821299998,1.4945000000034268,1.2231999999934486,6404.0858028828825,6399.0845,6394.083197117115,54.359927036093346,1.3139813970495277e-06,6399.084499999997,2.5006514414420846,1.3724403226666584
2018-10-25 18:50:00,6410.83,6410.84,6410.83,6410.83,8065.8717251,3.6164999999891734,2.459949999983656,6406.886022479741,6399.819999999998,6392.753977520255,65.23765892515652,1.2397915986066962e-06,6399.819999999998,3.533011239871604,1.7351057741951597
2018-10-25 19:00:00,6412.99,6413.99,6412.0,6412.01,10595.604846,5.309499999991203,3.0349999999894863,6409.2168661887545,6400.677999999997,6392.139133811242,66.36039503189943,0.00018781372360739148,6400.677999999997,4.269433094378658,2.0334467385632404
2018-10-25 19:10:00,6414.0,6414.0,6413.99,6414.0,9797.7194161,6.692499999987374,3.1054999999914803,6411.542537402501,6401.663499999995,6391.784462597498,68.18452011509231,1.0206456804412956e-06,6401.663499999999,4.9395187012509005,2.512973290940381
2018-10-25 19:20:00,6411.96,6411.96,6411.94,6411.95,12191.615686,7.978749999986576,2.9603999999950243,6413.107145345703,6402.318999999994,6391.530854654295,64.39789279302953,1.6404716581907318e-06,6402.318999999999,5.394072672851938,2.7533652516352207
2018-10-25 19:30:00,6408.4,6408.4,6407.91,6407.91,17126.285459,8.810749999997824,2.329150000007393,6413.7224157642895,6402.714499999996,6391.70658423571,57.74534978294594,2.8610991050734986e-05,6402.714499999999,5.503957882145271,2.749152211740616
2018-10-25 19:40:00,6407.94,6408.38,6407.94,6407.94,7449.982566099998,7.867500000011206,0.5357000000163676,6414.278770363362,6403.111499999994,6391.944229636636,57.77944208177792,5.906054089343265e-05,6403.111499999999,5.583635181681715,2.9858909151427513
2018-10-25 19:50:00,6409.56,6410.0,6409.56,6410.0,17058.276864,6.877750000014203,-0.7676999999852345,6415.051105798898,6403.468999999996,6391.8868942010995,60.10598912084204,2.5793930038043955e-05,6403.468999999999,5.791052899449268,3.1506959795863216
2018-10-25 20:00:00,6405.91,6405.92,6405.91,6405.92,14169.329465,5.108250000019325,-2.2203499999865013,6415.2517033263675,6403.622999999998,6391.994296673633,53.91235546341626,7.057496986656648e-07,6403.6230000000005,5.814351663183737,3.3048748988019243
2018-10-25 20:10:00,6405.46,6405.46,6404.49,6404.49,28215.76079800001,3.387250000023413,-3.02304999998978,6415.299487287442,6403.924499999999,6392.549512712555,51.93782519745265,3.437794950646911e-05,6403.924499999999,5.687493643722018,2.909874952258804
2018-10-25 20:20:00,6400.41,6400.41,6400.4,6400.41,17222.318614,1.7410000000209038,-3.2553499999969064,6415.234165853486,6404.020000000001,6392.805834146511,46.79101156311524,5.80641911483933e-07,6404.019999999999,5.607082926743496,2.4874461339869653
2018-10-25 20:30:00,6400.91,6400.91,6400.9,6400.91,11209.366295,0.15650000001824085,-3.2976500000009765,6415.1247410173255,6404.164500000003,6393.204258982671,47.46260959597721,8.921110914788142e-07,6404.164499999997,5.480120508664403,2.2448951029974076
2018-10-25 20:40:00,6401.96,6404.4,6401.95,6404.4,20527.816331,-1.4104999999808572,-3.207000000001062,6415.089084051857,6404.460500000004,6393.8319159481425,51.92131530420085,0.000119350249461262,6404.460499999999,5.314292025929013,2.202337713181399
2018-10-25 20:50:00,6400.81,6400.81,6398.49,6398.5,56748.173354,-2.646749999985332,-2.8922500000046063,6415.16632789268,6404.386000000004,6393.6056721073155,45.10883988142978,4.0882373173992026e-05,6404.385999999998,5.390163946340738,1.0775164250748412
2018-10-25 21:00:00,6400.03,6400.03,6400.0,6400.01,7448.0300611,-3.7392499999778015,-2.559449999996832,6415.052276842664,6404.4860000000035,6393.919723157334,46.98287100392803,4.027910703050336e-06,6404.485999999997,5.283138421332326,-0.16724051460127765
2018-10-25 21:10:00,6401.84,6402.0,6400.0,6400.01,19723.598575,-3.7767499999845313,-1.4934000000024752,6414.912497569681,6404.596000000002,6394.279502430312,46.98287100392803,0.00010140137421652024,6404.595999999998,5.158248784842217,-1.8742155630196171
2018-10-25 21:20:00,6399.85,6399.87,6399.84,6399.86,11178.717628,-4.15224999999009,-1.0071500000063678,6414.63103691656,6404.761499999999,6394.8919630834325,46.8069765767391,2.6836709717582055e-06,6404.761499999998,4.934768458281785,-3.225385276323565
2018-10-25 21:30:00,6396.27,6396.27,6394.26,6394.27,8470.523242899999,-5.497749999997724,-1.5352000000106272,6415.220328483138,6404.475,6393.729671516857,40.81308484782668,0.00023729348735156383,6404.474999999998,5.3726642415697405,-4.068537271576135
2018-10-25 21:40:00,6400.0,6400.0,6399.99,6399.99,10705.20078,-5.32075000000259,-0.8234000000120432,6415.253145174611,6404.366499999997,6393.479854825383,47.987211764063865,9.341254036917072e-07,6404.366499999996,5.443322587306799,-4.680108387388539
2018-10-25 21:50:00,6397.43,6397.43,6397.42,6397.43,5808.900445,-5.6122499999992215,-0.7403000000043907,6415.418887589789,6404.140000000002,6392.861112410203,45.39499308353872,1.7214961927649761e-06,6404.139999999997,5.639443794896788,-5.456472531649526
2018-10-25 22:00:00,6401.02,6401.02,6401.0,6401.01,46417.203568,-5.563000000001012,-0.333800000002884,6415.417949450822,6404.0925000000025,6392.76705054917,49.4172346001284,4.308747288305957e-07,6404.092499999995,5.662724725412656,-5.594392998484295
2018-10-25 22:10:00,6401.01,6401.02,6399.0,6401.02,93565.13880599999,-4.990749999997206,0.40615000000234414,6414.542000192435,6403.602000000009,6392.661999807556,49.428187713004114,2.158923746363214e-05,6403.601999999995,5.470000096219598,-5.354932296825639
2018-10-25 22:20:00,6404.74,6404.74,6404.73,6404.74,17787.436062,-2.6837500000019645,2.1503499999984346,6413.461848457534,6403.238500000009,6393.015151542459,53.381093062265386,5.621945717956321e-07,6403.238499999997,5.111674228769256,-4.5504661874075305
2018-10-25 22:30:00,6407.59,6407.59,6407.58,6407.59,9710.3696717,-0.8452500000066719,3.093749999994543,6412.066210293763,6402.918000000005,6393.769789706229,56.145490435348464,1.0298269106440278e-06,6402.917999999996,4.574105146883691,-3.551944285356954
2018-10-25 22:40:00,6407.98,6407.98,6407.97,6407.97,6050.248641800001,1.4634999999780118,3.98734999998378,6411.187890190138,6402.719000000006,6394.250109809855,56.50745688586812,1.65282463438291e-06,6402.718999999996,4.234445095070844,-3.029105214554823
2018-10-25 22:50:00,6408.1,6408.1,6408.09,6408.1,6725.613082800001,2.883499999972628,3.718049999983669,6411.222297799136,6402.728500000003,6394.234702200854,56.636345953449975,1.4868532990385898e-06,6402.7284999999965,4.246898899570108,-1.8690794380409095
2018-10-25 23:00:00,6410.01,6411.03,6410.0,6411.02,25759.297388,4.866749999975582,3.729799999992065,6411.871402807583,6402.882500000007,6393.893597192408,59.47578031782897,3.998556266831921e-05,6402.882499999995,4.4944514037938745,-0.9319264489958403
2018-10-25 23:10:00,6406.75,6406.76,6406.75,6406.76,4944.051517100002,5.421999999979562,2.66389999999974,6411.275622749741,6402.7205000000085,6394.1653772502505,54.04156294750742,2.0226326456411837e-06,6402.720499999997,4.277561374872613,0.33389640291959255
2018-10-25 23:20:00,6406.57,6406.57,6406.56,6406.56,9680.919750799998,5.185499999980493,1.2212500000032378,6411.362623478542,6402.752500000009,6394.142376521449,53.79864200235639,1.0329597039044166e-06,6402.752499999996,4.3050617392739,1.4804816996158867
2018-10-25 23:30:00,6405.01,6405.01,6405.0,6405.01,24382.124683000002,4.589999999984683,0.00045000000609451973,6411.4138186025975,6402.7785000000085,6394.143181397391,51.8956113185028,4.1013652953676346e-07,6402.778499999995,4.317659301301799,3.2998804505202157
2018-10-25 23:40:00,6401.61,6401.62,6401.61,6401.62,3912.9255483,3.233499999990272,-1.4260499999918466,6411.42124090476,6402.839000000007,6394.256759095229,47.98766582155557,2.555632576388491e-06,6402.838999999995,4.291120452382406,3.9924114167676494
2018-10-25 23:50:00,6402.61,6402.61,6402.19,6402.2,18707.818921000002,1.5357499999927309,-2.4575999999928166,6411.443987536926,6402.903500000002,6394.363012463065,48.68361671420953,2.245050595014109e-05,6402.903499999997,4.2702437684653995,4.700701678738028
2018-10-26 00:00:00,6395.58,6395.58,6395.57,6395.58,48572.803611,-0.3202500000124928,-3.1651499999996298,6411.569688311842,6402.4625,6393.355311688149,41.94114778207098,2.0587652465573628e-07,6402.462499999996,4.553594155922957,4.7041996008067875
2018-10-26 00:10:00,6397.16,6397.16,6397.15,6397.16,3384.087393900001,-2.07749999999578,-3.469799999987663,6411.64405032737,6402.395500000001,6393.146949672623,43.893354989269454,2.955006427506517e-06,6402.395499999996,4.624275163686482,4.693439905438302
2018-10-26 00:20:00,6399.01,6399.02,6399.01,6399.01,15398.387508000002,-3.2254999999950087,-3.054699999990953,6411.6589367561355,6402.345500000001,6393.032063243859,46.126039727582686,6.494186482203364e-07,6402.345499999998,4.656718378069014,3.9443873218484673
2018-10-26 00:30:00,6399.0,6399.03,6398.99,6399.03,8454.6266575,-3.64699999999084,-2.1000999999905616,6411.671780543173,6402.296500000002,6392.921219456824,46.150425136604824,4.731137354773683e-06,6402.296499999998,4.6876402715869725,2.6592403095308597
2018-10-26 00:40:00,6400.68,6402.9,6400.68,6402.89,28702.400966,-3.865749999991748,-1.2385499999945748,6411.755180250244,6402.448000000004,6393.140819749751,50.685261123712365,7.734544586110025e-05,6402.447999999998,4.653590125123364,1.1903677108091026
2018-10-26 00:50:00,6400.51,6400.51,6400.5,6400.51,17935.885882,-3.141749999980675,0.049750000010135416,6411.299584607178,6402.760000000004,6394.220415392815,48.05852876606326,5.575414599539812e-07,6402.7599999999975,4.269792303590803,-0.25875770580387725
